step,loss,steps_per_s,lr
73500,0.00935,3.82,7.04e-05
73600,0.01046,3.92,7.04e-05
73700,0.00975,3.53,7.03e-05
73800,0.00975,3.98,7.02e-05
73900,0.00971,3.74,7.02e-05
74000,0.01002,3.96,7.01e-05
74100,0.00986,3.74,7.00e-05
74200,0.01009,4.00,6.99e-05
74300,0.00987,3.89,6.99e-05
74400,0.00960,4.06,6.98e-05
74500,0.00915,3.67,6.97e-05
74600,0.00832,4.00,6.97e-05
74700,0.00932,3.87,6.96e-05
74800,0.00974,4.21,6.95e-05
74900,0.00970,3.82,6.94e-05
75000,0.00927,4.10,6.94e-05
75100,0.00845,3.99,6.93e-05
75200,0.00921,4.20,6.92e-05
75300,0.00907,3.79,6.91e-05
75400,0.00941,4.12,6.91e-05
75500,0.00948,3.97,6.90e-05
75600,0.00908,4.20,6.89e-05
75700,0.00947,3.78,6.89e-05
75800,0.00947,4.09,6.88e-05
75900,0.00950,3.95,6.87e-05
76000,0.00908,4.20,6.86e-05
76100,0.00994,3.79,6.86e-05
76200,0.00961,4.13,6.85e-05
76300,0.00940,3.97,6.84e-05
76400,0.00938,4.20,6.83e-05
76500,0.00924,3.78,6.83e-05
76600,0.00941,4.10,6.82e-05
76700,0.00984,3.95,6.81e-05
76800,0.00902,4.17,6.80e-05
76900,0.00888,3.84,6.80e-05
77000,0.00900,4.13,6.79e-05
77100,0.00931,4.03,6.78e-05
77200,0.00802,4.17,6.78e-05
77300,0.00886,3.84,6.77e-05
77400,0.00933,4.19,6.76e-05
77500,0.00930,4.04,6.75e-05
77600,0.00915,4.28,6.75e-05
77700,0.00961,3.87,6.74e-05
77800,0.01013,4.20,6.73e-05
77900,0.00873,4.00,6.72e-05
78000,0.00921,4.25,6.72e-05
78100,0.00937,3.85,6.71e-05
78200,0.00916,4.19,6.70e-05
78300,0.00864,4.01,6.69e-05
78400,0.00864,4.27,6.69e-05
78500,0.00884,3.85,6.68e-05
78600,0.00892,4.18,6.67e-05
78700,0.00902,4.01,6.66e-05
78800,0.00990,4.24,6.66e-05
78900,0.00935,3.83,6.65e-05
79000,0.00874,4.19,6.64e-05
79100,0.01073,4.04,6.63e-05
79200,0.00826,4.27,6.63e-05
79300,0.00848,3.86,6.62e-05
79400,0.00900,4.18,6.61e-05
79500,0.00828,4.02,6.60e-05
79600,0.00932,4.29,6.60e-05
79700,0.00953,3.88,6.59e-05
79800,0.00887,4.14,6.58e-05
79900,0.00860,4.01,6.58e-05
80000,0.00860,4.25,6.57e-05
80100,0.00867,3.83,6.56e-05
80200,0.00887,4.16,6.55e-05
80300,0.00947,4.02,6.55e-05
80400,0.00895,4.26,6.54e-05
80500,0.00903,3.88,6.53e-05
80600,0.00848,4.20,6.52e-05
80700,0.00886,3.99,6.52e-05
80800,0.00873,4.28,6.51e-05
80900,0.00859,3.86,6.50e-05
81000,0.00776,4.19,6.49e-05
81100,0.00926,4.01,6.49e-05
81200,0.00927,4.28,6.48e-05
81300,0.00794,3.87,6.47e-05
81400,0.00967,4.19,6.46e-05
81500,0.00915,4.05,6.45e-05
81600,0.00857,4.26,6.45e-05
81700,0.00900,3.84,6.44e-05
81800,0.00848,4.19,6.43e-05
81900,0.00959,4.01,6.42e-05
82000,0.00843,4.28,6.42e-05
82100,0.00861,3.88,6.41e-05
82200,0.00867,4.16,6.40e-05
82300,0.00867,4.04,6.39e-05
82400,0.00952,4.27,6.39e-05
82500,0.00867,3.84,6.38e-05
82600,0.00842,4.20,6.37e-05
82700,0.00893,4.04,6.36e-05
82800,0.00803,4.27,6.36e-05
82900,0.00893,3.87,6.35e-05
83000,0.00816,4.16,6.34e-05
83100,0.00905,4.03,6.33e-05
83200,0.00885,4.22,6.33e-05
83300,0.00811,3.87,6.32e-05
83400,0.00833,4.15,6.31e-05
83500,0.00815,3.99,6.30e-05
83600,0.00858,4.26,6.30e-05
83700,0.00895,3.86,6.29e-05
83800,0.00890,4.17,6.28e-05
83900,0.00795,4.01,6.27e-05
84000,0.00863,4.23,6.27e-05
84100,0.00944,3.84,6.26e-05
84200,0.00872,4.23,6.25e-05
84300,0.00864,4.01,6.24e-05
84400,0.00837,4.25,6.24e-05
84500,0.00909,3.83,6.23e-05
84600,0.00871,4.21,6.22e-05
84700,0.00819,3.98,6.21e-05
84800,0.00832,4.24,6.20e-05
84900,0.00887,3.86,6.20e-05
85000,0.00876,4.15,6.19e-05
85100,0.00846,4.01,6.18e-05
85200,0.00871,4.21,6.17e-05
85300,0.00858,3.81,6.17e-05
85400,0.00979,4.15,6.16e-05
85500,0.00884,4.01,6.15e-05
85600,0.00898,4.21,6.14e-05
85700,0.00815,3.81,6.14e-05
85800,0.00886,4.16,6.13e-05
85900,0.00817,4.02,6.12e-05
86000,0.00774,4.20,6.11e-05
86100,0.00736,3.83,6.10e-05
86200,0.00907,4.13,6.10e-05
86300,0.00895,4.00,6.09e-05
86400,0.00915,4.23,6.08e-05
86500,0.00749,3.83,6.07e-05
86600,0.00711,4.16,6.07e-05
86700,0.00859,4.01,6.06e-05
86800,0.00760,4.18,6.05e-05
86900,0.00848,3.82,6.04e-05
87000,0.00937,4.15,6.04e-05
87100,0.00863,4.02,6.03e-05
87200,0.00862,4.21,6.02e-05
87300,0.00847,3.81,6.01e-05
87400,0.00869,4.16,6.00e-05
87500,0.00776,4.00,6.00e-05
87600,0.00771,4.20,5.99e-05
87700,0.00825,3.82,5.98e-05
87800,0.00875,4.12,5.97e-05
87900,0.00881,3.99,5.97e-05
88000,0.00839,4.23,5.96e-05
88100,0.00838,3.84,5.95e-05
88200,0.00821,4.16,5.94e-05
88300,0.00911,3.99,5.94e-05
88400,0.00848,4.17,5.93e-05
88500,0.00863,3.82,5.92e-05
88600,0.00867,4.15,5.91e-05
88700,0.00848,3.96,5.90e-05
88800,0.00839,4.24,5.90e-05
88900,0.00845,3.84,5.89e-05
89000,0.00826,4.17,5.88e-05
89100,0.00756,3.94,5.87e-05
89200,0.00839,4.24,5.87e-05
89300,0.00755,3.85,5.86e-05
89400,0.00777,4.14,5.85e-05
89500,0.00853,4.01,5.84e-05
89600,0.00879,4.19,5.83e-05
89700,0.00760,3.82,5.83e-05
89800,0.00799,4.15,5.82e-05
89900,0.00805,4.00,5.81e-05
90000,0.00742,4.22,5.80e-05
90100,0.00810,3.86,5.80e-05
90200,0.00938,4.17,5.79e-05
90300,0.00803,4.02,5.78e-05
90400,0.00803,4.20,5.77e-05
90500,0.00741,3.84,5.76e-05
90600,0.00860,4.18,5.76e-05
90700,0.00852,4.02,5.75e-05
90800,0.00775,4.23,5.74e-05
90900,0.00794,3.86,5.73e-05
91000,0.00745,4.19,5.73e-05
91100,0.00826,4.02,5.72e-05
91200,0.00801,4.19,5.71e-05
91300,0.00831,3.77,5.70e-05
91400,0.00880,4.16,5.69e-05
91500,0.00792,4.01,5.69e-05
91600,0.00725,4.24,5.68e-05
91700,0.00737,3.81,5.67e-05
91800,0.00831,4.15,5.66e-05
91900,0.00850,4.01,5.66e-05
92000,0.00772,4.23,5.65e-05
92100,0.00778,3.82,5.64e-05
92200,0.00755,4.14,5.63e-05
92300,0.00773,3.99,5.62e-05
92400,0.00828,4.23,5.62e-05
92500,0.00813,3.81,5.61e-05
92600,0.00852,4.13,5.60e-05
92700,0.00801,3.99,5.59e-05
92800,0.00811,4.20,5.59e-05
92900,0.00781,3.84,5.58e-05
93000,0.00809,4.19,5.57e-05
93100,0.00760,3.97,5.56e-05
93200,0.00758,4.26,5.55e-05
93300,0.00813,3.82,5.55e-05
93400,0.00853,4.17,5.54e-05
93500,0.00790,4.00,5.53e-05
93600,0.00781,4.20,5.52e-05
93700,0.00800,3.79,5.51e-05
93800,0.00765,4.13,5.51e-05
93900,0.00885,3.98,5.50e-05
94000,0.00790,4.18,5.49e-05
94100,0.00784,3.84,5.48e-05
94200,0.00737,4.14,5.48e-05
94300,0.00783,3.99,5.47e-05
94400,0.00818,4.22,5.46e-05
94500,0.00773,3.83,5.45e-05
94600,0.00785,4.15,5.44e-05
94700,0.00811,3.98,5.44e-05
94800,0.00738,4.25,5.43e-05
94900,0.00764,3.77,5.42e-05
95000,0.00712,4.17,5.41e-05
95100,0.00782,4.01,5.41e-05
95200,0.00816,4.25,5.40e-05
95300,0.00893,3.85,5.39e-05
95400,0.00777,4.16,5.38e-05
95500,0.00740,4.01,5.37e-05
95600,0.00754,4.23,5.37e-05
95700,0.00765,3.81,5.36e-05
95800,0.00710,4.10,5.35e-05
95900,0.00734,4.02,5.34e-05
96000,0.00875,4.24,5.33e-05
96100,0.00706,3.82,5.33e-05
96200,0.00723,4.16,5.32e-05
96300,0.00745,4.00,5.31e-05
96400,0.00760,4.22,5.30e-05
96500,0.00681,3.83,5.30e-05
96600,0.00693,4.17,5.29e-05
96700,0.00732,3.98,5.28e-05
96800,0.00703,4.27,5.27e-05
96900,0.00795,3.87,5.26e-05
97000,0.00791,4.14,5.26e-05
97100,0.00760,4.01,5.25e-05
97200,0.00809,4.22,5.24e-05
97300,0.00736,3.80,5.23e-05
97400,0.00732,4.15,5.22e-05
97500,0.00775,3.98,5.22e-05
97600,0.00768,4.20,5.21e-05
97700,0.00700,3.78,5.20e-05
97800,0.00719,4.16,5.19e-05
97900,0.00817,3.97,5.18e-05
98000,0.00794,4.21,5.18e-05
98100,0.00694,3.82,5.17e-05
98200,0.00760,4.12,5.16e-05
98300,0.00767,3.98,5.15e-05
98400,0.00727,4.15,5.15e-05
98500,0.00772,3.77,5.14e-05
98600,0.00694,4.14,5.13e-05
98700,0.00727,4.00,5.12e-05
98800,0.00732,4.20,5.11e-05
98900,0.00767,3.83,5.11e-05
99000,0.00746,4.14,5.10e-05
99100,0.00651,3.99,5.09e-05
99200,0.00703,4.24,5.08e-05
99300,0.00768,3.79,5.07e-05
99400,0.00741,4.14,5.07e-05
99500,0.00694,3.99,5.06e-05
99600,0.00720,4.24,5.05e-05
99700,0.00753,3.82,5.04e-05
99800,0.00766,4.16,5.04e-05
99900,0.00783,3.95,5.03e-05
100000,0.00828,4.17,5.02e-05
100100,0.00751,3.64,5.01e-05
100200,0.00792,4.09,5.00e-05
100300,0.00630,3.95,5.00e-05
100400,0.00741,4.25,4.99e-05
100500,0.00685,3.76,4.98e-05
100600,0.00744,4.12,4.97e-05
100700,0.00719,3.97,4.96e-05
100800,0.00737,4.19,4.96e-05
100900,0.00680,3.79,4.95e-05
101000,0.00670,3.91,4.94e-05
101100,0.00724,3.72,4.93e-05
101200,0.00678,3.93,4.93e-05
101300,0.00796,3.61,4.92e-05
101400,0.00771,4.06,4.91e-05
101500,0.00743,3.88,4.90e-05
101600,0.00734,4.06,4.89e-05
101700,0.00725,3.65,4.89e-05
101800,0.00623,4.01,4.88e-05
101900,0.00706,3.87,4.87e-05
102000,0.00669,4.10,4.86e-05
102100,0.00689,3.79,4.85e-05
102200,0.00694,4.10,4.85e-05
102300,0.00750,3.96,4.84e-05
102400,0.00705,4.25,4.83e-05
102500,0.00708,3.84,4.82e-05
102600,0.00689,4.14,4.82e-05
102700,0.00735,4.03,4.81e-05
102800,0.00773,4.21,4.80e-05
102900,0.00726,3.78,4.79e-05
103000,0.00717,4.14,4.78e-05
103100,0.00772,3.96,4.78e-05
103200,0.00715,4.15,4.77e-05
103300,0.00766,3.81,4.76e-05
103400,0.00661,4.14,4.75e-05
103500,0.00688,3.95,4.74e-05
103600,0.00741,4.21,4.74e-05
103700,0.00648,3.80,4.73e-05
103800,0.00734,4.09,4.72e-05
103900,0.00659,3.98,4.71e-05
104000,0.00648,4.23,4.70e-05
104100,0.00658,3.82,4.70e-05
104200,0.00603,4.11,4.69e-05
104300,0.00649,3.95,4.68e-05
104400,0.00650,4.15,4.67e-05
104500,0.00725,3.81,4.67e-05
104600,0.00659,4.11,4.66e-05
104700,0.00691,4.01,4.65e-05
104800,0.00723,4.25,4.64e-05
104900,0.00730,3.84,4.63e-05
105000,0.00685,4.14,4.63e-05
105100,0.00605,3.96,4.62e-05
105200,0.00737,4.23,4.61e-05
105300,0.00694,3.83,4.60e-05
105400,0.00657,4.15,4.59e-05
105500,0.00715,3.96,4.59e-05
105600,0.00695,4.24,4.58e-05
105700,0.00635,3.82,4.57e-05
105800,0.00766,4.16,4.56e-05
105900,0.00817,3.99,4.56e-05
106000,0.00704,4.21,4.55e-05
106100,0.00691,3.83,4.54e-05
106200,0.00653,4.15,4.53e-05
106300,0.00594,4.01,4.52e-05
106400,0.00718,4.20,4.52e-05
106500,0.00656,3.81,4.51e-05
106600,0.00720,4.16,4.50e-05
106700,0.00690,3.96,4.49e-05
106800,0.00650,4.23,4.49e-05
106900,0.00737,3.82,4.48e-05
107000,0.00729,4.16,4.47e-05
107100,0.00760,3.98,4.46e-05
107200,0.00647,4.22,4.45e-05
107300,0.00666,3.78,4.45e-05
107400,0.00706,4.14,4.44e-05
107500,0.00694,4.00,4.43e-05
107600,0.00648,4.21,4.42e-05
107700,0.00686,3.83,4.41e-05
107800,0.00666,4.14,4.41e-05
107900,0.00592,4.03,4.40e-05
108000,0.00678,4.20,4.39e-05
108100,0.00702,3.80,4.38e-05
108200,0.00633,4.14,4.38e-05
108300,0.00672,4.00,4.37e-05
108400,0.00592,4.22,4.36e-05
108500,0.00625,3.80,4.35e-05
108600,0.00675,4.14,4.34e-05
108700,0.00691,3.97,4.34e-05
108800,0.00677,4.24,4.33e-05
108900,0.00635,3.83,4.32e-05
109000,0.00644,4.12,4.31e-05
109100,0.00674,3.93,4.31e-05
109200,0.00693,4.27,4.30e-05
109300,0.00658,3.82,4.29e-05
109400,0.00683,4.13,4.28e-05
109500,0.00704,3.98,4.27e-05
109600,0.00704,4.19,4.27e-05
109700,0.00725,3.81,4.26e-05
109800,0.00591,4.14,4.25e-05
109900,0.00632,3.94,4.24e-05
110000,0.00623,4.22,4.24e-05
110100,0.00673,3.82,4.23e-05
110200,0.00614,4.16,4.22e-05
110300,0.00689,3.95,4.21e-05
110400,0.00699,4.22,4.20e-05
110500,0.00635,3.82,4.20e-05
110600,0.00636,4.18,4.19e-05
110700,0.00715,3.99,4.18e-05
110800,0.00593,4.20,4.17e-05
110900,0.00584,3.81,4.17e-05
111000,0.00636,4.16,4.16e-05
111100,0.00649,3.97,4.15e-05
111200,0.00648,4.25,4.14e-05
111300,0.00620,3.86,4.13e-05
111400,0.00676,4.18,4.13e-05
111500,0.00716,4.00,4.12e-05
111600,0.00604,4.20,4.11e-05
111700,0.00624,3.82,4.10e-05
111800,0.00605,4.17,4.10e-05
111900,0.00612,4.02,4.09e-05
112000,0.00717,4.23,4.08e-05
112100,0.00637,3.81,4.07e-05
112200,0.00686,4.18,4.06e-05
112300,0.00649,3.97,4.06e-05
112400,0.00696,4.20,4.05e-05
112500,0.00639,3.83,4.04e-05
112600,0.00652,4.13,4.03e-05
112700,0.00563,4.00,4.03e-05
112800,0.00626,4.23,4.02e-05
112900,0.00645,3.80,4.01e-05
113000,0.00634,4.11,4.00e-05
113100,0.00635,3.99,4.00e-05
113200,0.00670,4.24,3.99e-05
113300,0.00635,3.80,3.98e-05
113400,0.00675,4.14,3.97e-05
113500,0.00702,3.95,3.96e-05
113600,0.00655,4.22,3.96e-05
113700,0.00608,3.79,3.95e-05
113800,0.00601,4.11,3.94e-05
113900,0.00562,3.96,3.93e-05
114000,0.00569,4.19,3.93e-05
114100,0.00575,3.82,3.92e-05
114200,0.00611,4.11,3.91e-05
114300,0.00604,3.97,3.90e-05
114400,0.00599,4.18,3.90e-05
114500,0.00639,3.80,3.89e-05
114600,0.00574,4.14,3.88e-05
114700,0.00617,3.94,3.87e-05
114800,0.00593,4.18,3.86e-05
114900,0.00610,3.82,3.86e-05
115000,0.00529,4.13,3.85e-05
115100,0.00600,3.96,3.84e-05
115200,0.00585,4.19,3.83e-05
115300,0.00619,3.81,3.83e-05
115400,0.00584,4.11,3.82e-05
115500,0.00583,4.00,3.81e-05
115600,0.00666,4.22,3.80e-05
115700,0.00620,3.81,3.80e-05
115800,0.00567,4.16,3.79e-05
115900,0.00626,3.97,3.78e-05
116000,0.00590,4.22,3.77e-05
116100,0.00606,3.76,3.76e-05
116200,0.00675,4.11,3.76e-05
116300,0.00639,3.98,3.75e-05
116400,0.00622,4.23,3.74e-05
116500,0.00604,3.80,3.73e-05
116600,0.00567,4.14,3.73e-05
116700,0.00555,3.95,3.72e-05
116800,0.00610,4.19,3.71e-05
116900,0.00575,3.82,3.70e-05
117000,0.00589,4.09,3.70e-05
117100,0.00569,4.00,3.69e-05
117200,0.00600,4.24,3.68e-05
117300,0.00583,3.69,3.67e-05
117400,0.00598,4.08,3.67e-05
117500,0.00543,3.90,3.66e-05
117600,0.00617,4.21,3.65e-05
117700,0.00615,3.78,3.64e-05
117800,0.00602,4.14,3.64e-05
117900,0.00577,3.92,3.63e-05
118000,0.00588,4.23,3.62e-05
118100,0.00675,3.82,3.61e-05
118200,0.00603,4.13,3.61e-05
118300,0.00569,3.96,3.60e-05
118400,0.00590,4.16,3.59e-05
118500,0.00622,3.80,3.58e-05
118600,0.00606,4.13,3.58e-05
118700,0.00612,3.90,3.57e-05
118800,0.00604,4.21,3.56e-05
118900,0.00524,3.79,3.55e-05
119000,0.00562,4.12,3.55e-05
119100,0.00538,3.97,3.54e-05
119200,0.00584,4.22,3.53e-05
119300,0.00650,3.80,3.52e-05
119400,0.00614,4.14,3.51e-05
119500,0.00530,3.97,3.51e-05
119600,0.00580,4.12,3.50e-05
119700,0.00523,3.80,3.49e-05
119800,0.00596,4.13,3.48e-05
119900,0.00569,3.94,3.48e-05
120000,0.00566,4.20,3.47e-05
120100,0.00552,3.83,3.46e-05
120200,0.00646,4.13,3.45e-05
120300,0.00566,3.97,3.45e-05
120400,0.00512,4.19,3.44e-05
120500,0.00567,3.79,3.43e-05
120600,0.00526,4.16,3.42e-05
120700,0.00558,4.00,3.42e-05
120800,0.00615,4.21,3.41e-05
120900,0.00542,3.80,3.40e-05
121000,0.00577,4.15,3.40e-05
121100,0.00549,3.99,3.39e-05
121200,0.00585,4.18,3.38e-05
121300,0.00567,3.79,3.37e-05
121400,0.00579,4.07,3.37e-05
121500,0.00529,3.97,3.36e-05
121600,0.00608,4.19,3.35e-05
121700,0.00520,3.81,3.34e-05
121800,0.00502,4.13,3.34e-05
121900,0.00590,3.97,3.33e-05
122000,0.00536,4.20,3.32e-05
122100,0.00533,3.81,3.31e-05
122200,0.00522,4.13,3.31e-05
122300,0.00610,3.95,3.30e-05
122400,0.00551,4.24,3.29e-05
122500,0.00552,3.77,3.28e-05
122600,0.00543,4.12,3.28e-05
122700,0.00595,3.95,3.27e-05
122800,0.00643,4.18,3.26e-05
122900,0.00513,3.81,3.25e-05
123000,0.00571,4.12,3.25e-05
123100,0.00580,3.95,3.24e-05
123200,0.00475,4.16,3.23e-05
123300,0.00566,3.77,3.22e-05
123400,0.00554,4.12,3.22e-05
123500,0.00543,3.97,3.21e-05
123600,0.00565,4.20,3.20e-05
123700,0.00523,3.77,3.20e-05
123800,0.00526,4.11,3.19e-05
123900,0.00510,3.95,3.18e-05
124000,0.00505,4.22,3.17e-05
124100,0.00537,3.76,3.17e-05
124200,0.00523,4.07,3.16e-05
124300,0.00477,3.94,3.15e-05
124400,0.00513,4.18,3.14e-05
124500,0.00508,3.79,3.14e-05
124600,0.00544,4.12,3.13e-05
124700,0.00544,3.95,3.12e-05
124800,0.00575,4.19,3.11e-05
124900,0.00524,3.79,3.11e-05
125000,0.00508,4.08,3.10e-05
125100,0.00514,3.96,3.09e-05
125200,0.00568,4.22,3.09e-05
125300,0.00559,3.78,3.08e-05
125400,0.00549,4.12,3.07e-05
125500,0.00524,3.97,3.06e-05
125600,0.00502,4.17,3.06e-05
125700,0.00540,3.77,3.05e-05
125800,0.00560,4.10,3.04e-05
125900,0.00464,4.00,3.03e-05
126000,0.00559,4.22,3.03e-05
126100,0.00526,3.80,3.02e-05
126200,0.00476,4.13,3.01e-05
126300,0.00502,3.96,3.01e-05
126400,0.00574,4.21,3.00e-05
126500,0.00498,3.79,2.99e-05
126600,0.00538,4.15,2.98e-05
126700,0.00509,3.92,2.98e-05
126800,0.00556,4.22,2.97e-05
126900,0.00494,3.78,2.96e-05
127000,0.00562,4.13,2.96e-05
127100,0.00517,3.97,2.95e-05
127200,0.00558,4.19,2.94e-05
127300,0.00512,3.79,2.93e-05
127400,0.00530,4.12,2.93e-05
127500,0.00569,3.94,2.92e-05
127600,0.00510,4.15,2.91e-05
127700,0.00451,3.78,2.91e-05
127800,0.00515,4.14,2.90e-05
127900,0.00491,3.95,2.89e-05
128000,0.00572,4.16,2.88e-05
128100,0.00527,3.78,2.88e-05
128200,0.00559,4.09,2.87e-05
128300,0.00497,3.95,2.86e-05
128400,0.00592,4.16,2.86e-05
128500,0.00549,3.75,2.85e-05
128600,0.00531,4.11,2.84e-05
128700,0.00557,3.94,2.83e-05
128800,0.00560,4.13,2.83e-05
128900,0.00539,3.77,2.82e-05
129000,0.00505,4.11,2.81e-05
129100,0.00566,3.95,2.81e-05
129200,0.00525,4.14,2.80e-05
129300,0.00471,3.76,2.79e-05
129400,0.00471,4.04,2.78e-05
129500,0.00541,3.94,2.78e-05
129600,0.00520,4.18,2.77e-05
129700,0.00515,3.76,2.76e-05
129800,0.00487,4.09,2.76e-05
129900,0.00516,3.93,2.75e-05
130000,0.00445,4.14,2.74e-05
130100,0.00506,3.73,2.74e-05
130200,0.00478,4.06,2.73e-05
130300,0.00501,3.86,2.72e-05
130400,0.00467,4.15,2.71e-05
130500,0.00466,3.74,2.71e-05
130600,0.00430,4.06,2.70e-05
130700,0.00541,3.91,2.69e-05
130800,0.00505,4.11,2.69e-05
130900,0.00434,3.73,2.68e-05
131000,0.00505,4.07,2.67e-05
131100,0.00455,3.88,2.67e-05
131200,0.00500,4.10,2.66e-05
131300,0.00477,3.74,2.65e-05
131400,0.00557,4.07,2.64e-05
131500,0.00441,3.87,2.64e-05
131600,0.00532,4.11,2.63e-05
131700,0.00512,3.74,2.62e-05
131800,0.00418,4.01,2.62e-05
131900,0.00525,3.88,2.61e-05
132000,0.00486,4.07,2.60e-05
132100,0.00454,3.73,2.60e-05
132200,0.00518,4.03,2.59e-05
132300,0.00523,3.89,2.58e-05
132400,0.00545,4.11,2.58e-05
132500,0.00480,3.70,2.57e-05
132600,0.00517,4.04,2.56e-05
132700,0.00448,3.87,2.55e-05
132800,0.00439,4.08,2.55e-05
132900,0.00443,3.70,2.54e-05
133000,0.00419,4.03,2.53e-05
133100,0.00463,3.88,2.53e-05
133200,0.00454,4.10,2.52e-05
133300,0.00459,3.70,2.51e-05
133400,0.00503,4.06,2.51e-05
133500,0.00460,3.88,2.50e-05
133600,0.00464,4.13,2.49e-05
133700,0.00471,3.70,2.49e-05
133800,0.00457,4.00,2.48e-05
133900,0.00417,3.85,2.47e-05
134000,0.00489,4.08,2.47e-05
134100,0.00462,3.68,2.46e-05
134200,0.00450,4.04,2.45e-05
134300,0.00489,3.88,2.45e-05
134400,0.00525,4.08,2.44e-05
134500,0.00461,3.70,2.43e-05
134600,0.00490,4.03,2.43e-05
134700,0.00437,3.84,2.42e-05
134800,0.00454,4.12,2.41e-05
134900,0.00397,3.69,2.41e-05
135000,0.00427,4.01,2.40e-05
135100,0.00459,3.83,2.39e-05
135200,0.00435,4.05,2.38e-05
135300,0.00462,3.68,2.38e-05
135400,0.00405,4.02,2.37e-05
135500,0.00476,3.85,2.36e-05
135600,0.00453,4.07,2.36e-05
135700,0.00496,3.68,2.35e-05
135800,0.00487,4.02,2.34e-05
135900,0.00466,3.85,2.34e-05
136000,0.00518,4.09,2.33e-05
136100,0.00449,3.70,2.32e-05
136200,0.00484,4.00,2.32e-05
136300,0.00420,3.88,2.31e-05
136400,0.00476,4.05,2.30e-05
136500,0.00398,3.69,2.30e-05
136600,0.00503,4.00,2.29e-05
136700,0.00470,3.86,2.29e-05
136800,0.00468,4.09,2.28e-05
136900,0.00456,3.69,2.27e-05
137000,0.00426,4.00,2.27e-05
137100,0.00434,3.86,2.26e-05
137200,0.00407,4.08,2.25e-05
137300,0.00420,3.65,2.25e-05
137400,0.00446,3.99,2.24e-05
137500,0.00450,3.87,2.23e-05
137600,0.00393,4.11,2.23e-05
137700,0.00461,3.72,2.22e-05
137800,0.00395,4.02,2.21e-05
137900,0.00400,3.87,2.21e-05
138000,0.00441,4.08,2.20e-05
138100,0.00456,3.67,2.19e-05
138200,0.00514,4.01,2.19e-05
138300,0.00409,3.87,2.18e-05
138400,0.00416,4.11,2.17e-05
138500,0.00414,3.68,2.17e-05
138600,0.00445,4.00,2.16e-05
138700,0.00432,3.85,2.15e-05
138800,0.00434,4.08,2.15e-05
138900,0.00483,3.71,2.14e-05
139000,0.00402,4.02,2.13e-05
139100,0.00415,3.84,2.13e-05
139200,0.00402,4.11,2.12e-05
139300,0.00438,3.69,2.12e-05
139400,0.00435,4.04,2.11e-05
139500,0.00434,3.84,2.10e-05
139600,0.00435,4.08,2.10e-05
139700,0.00456,3.73,2.09e-05
139800,0.00399,4.22,2.08e-05
139900,0.00402,4.10,2.08e-05
140000,0.00408,4.35,2.07e-05
140100,0.00427,3.92,2.06e-05
140200,0.00475,4.29,2.06e-05
140300,0.00403,4.13,2.05e-05
140400,0.00413,4.36,2.05e-05
140500,0.00409,3.98,2.04e-05
140600,0.00461,4.28,2.03e-05
140700,0.00414,4.10,2.03e-05
140800,0.00465,4.40,2.02e-05
140900,0.00431,3.93,2.01e-05
141000,0.00434,4.29,2.01e-05
141100,0.00412,4.15,2.00e-05
141200,0.00405,4.39,1.99e-05
141300,0.00432,3.96,1.99e-05
141400,0.00429,4.26,1.98e-05
141500,0.00425,4.13,1.98e-05
141600,0.00441,4.34,1.97e-05
141700,0.00443,3.95,1.96e-05
141800,0.00434,4.34,1.96e-05
141900,0.00462,4.13,1.95e-05
142000,0.00427,4.39,1.94e-05
142100,0.00393,3.97,1.94e-05
142200,0.00474,4.29,1.93e-05
142300,0.00390,4.10,1.93e-05
142400,0.00381,4.30,1.92e-05
142500,0.00387,3.93,1.91e-05
142600,0.00432,4.24,1.91e-05
142700,0.00405,4.11,1.90e-05
142800,0.00431,4.37,1.89e-05
142900,0.00410,3.95,1.89e-05
143000,0.00431,4.32,1.88e-05
143100,0.00439,4.12,1.88e-05
143200,0.00448,4.38,1.87e-05
143300,0.00436,3.94,1.86e-05
143400,0.00385,4.27,1.86e-05
143500,0.00377,4.15,1.85e-05
143600,0.00403,4.36,1.85e-05
143700,0.00439,3.95,1.84e-05
143800,0.00420,4.27,1.83e-05
143900,0.00396,4.13,1.83e-05
144000,0.00367,4.35,1.82e-05
144100,0.00394,3.94,1.82e-05
144200,0.00386,4.29,1.81e-05
144300,0.00415,4.14,1.80e-05
144400,0.00364,4.35,1.80e-05
144500,0.00397,3.94,1.79e-05
144600,0.00358,4.30,1.79e-05
144700,0.00387,4.11,1.78e-05
144800,0.00399,4.35,1.77e-05
144900,0.00357,3.93,1.77e-05
145000,0.00408,4.29,1.76e-05
145100,0.00374,4.11,1.76e-05
145200,0.00371,4.33,1.75e-05
145300,0.00377,3.93,1.74e-05
145400,0.00374,4.31,1.74e-05
145500,0.00405,4.13,1.73e-05
145600,0.00399,4.38,1.73e-05
145700,0.00372,3.94,1.72e-05
145800,0.00330,4.28,1.71e-05
145900,0.00383,4.07,1.71e-05
146000,0.00430,4.41,1.70e-05
146100,0.00385,3.90,1.70e-05
146200,0.00389,4.28,1.69e-05
146300,0.00372,4.09,1.68e-05
146400,0.00405,4.38,1.68e-05
146500,0.00348,3.95,1.67e-05
146600,0.00404,4.26,1.67e-05
146700,0.00359,4.14,1.66e-05
146800,0.00387,4.32,1.65e-05
146900,0.00388,3.96,1.65e-05
147000,0.00377,4.20,1.64e-05
