step,loss,steps_per_s,lr
146900,0.00693,3.97,1.65e-05
147000,0.00689,4.28,1.64e-05
147100,0.00688,4.14,1.64e-05
147200,0.00658,4.35,1.63e-05
147300,0.00714,3.93,1.63e-05
147400,0.00699,4.25,1.62e-05
147500,0.00699,4.13,1.61e-05
147600,0.00689,4.35,1.61e-05
147700,0.00643,3.97,1.60e-05
147800,0.00716,4.34,1.60e-05
147900,0.00665,4.12,1.59e-05
148000,0.00617,4.30,1.58e-05
148100,0.00640,3.93,1.58e-05
148200,0.00659,4.28,1.57e-05
148300,0.00684,4.14,1.57e-05
148400,0.00691,4.38,1.56e-05
148500,0.00654,3.98,1.56e-05
148600,0.00708,4.31,1.55e-05
148700,0.00651,4.15,1.54e-05
148800,0.00676,4.39,1.54e-05
148900,0.00606,3.98,1.53e-05
149000,0.00706,4.29,1.53e-05
149100,0.00630,4.11,1.52e-05
149200,0.00642,4.38,1.52e-05
149300,0.00598,3.93,1.51e-05
149400,0.00646,4.35,1.51e-05
149500,0.00684,4.18,1.50e-05
149600,0.00689,4.38,1.49e-05
149700,0.00659,3.98,1.49e-05
149800,0.00656,4.31,1.48e-05
149900,0.00645,4.12,1.48e-05
150000,0.00687,4.39,1.47e-05
150100,0.00626,3.81,1.47e-05
150200,0.00649,4.32,1.46e-05
150300,0.00593,4.19,1.45e-05
150400,0.00610,4.39,1.45e-05
150500,0.00662,3.96,1.44e-05
150600,0.00640,4.32,1.44e-05
150700,0.00680,4.18,1.43e-05
150800,0.00595,4.29,1.43e-05
150900,0.00686,3.92,1.42e-05
151000,0.00669,4.31,1.42e-05
151100,0.00587,4.16,1.41e-05
151200,0.00651,4.42,1.41e-05
151300,0.00693,3.97,1.40e-05
151400,0.00678,4.29,1.39e-05
151500,0.00662,4.15,1.39e-05
151600,0.00643,4.40,1.38e-05
151700,0.00633,3.97,1.38e-05
151800,0.00612,4.33,1.37e-05
151900,0.00650,4.13,1.37e-05
152000,0.00686,4.43,1.36e-05
152100,0.00625,3.96,1.36e-05
152200,0.00669,4.27,1.35e-05
152300,0.00657,4.12,1.35e-05
152400,0.00653,4.32,1.34e-05
152500,0.00609,3.93,1.33e-05
152600,0.00658,4.27,1.33e-05
152700,0.00618,4.13,1.32e-05
152800,0.00664,4.39,1.32e-05
152900,0.00679,3.95,1.31e-05
153000,0.00602,4.29,1.31e-05
153100,0.00611,4.13,1.30e-05
153200,0.00619,4.37,1.30e-05
153300,0.00668,3.98,1.29e-05
153400,0.00573,4.28,1.29e-05
153500,0.00680,4.12,1.28e-05
153600,0.00600,4.38,1.28e-05
153700,0.00606,3.90,1.27e-05
153800,0.00626,4.31,1.27e-05
153900,0.00568,4.13,1.26e-05
154000,0.00650,4.38,1.26e-05
154100,0.00538,3.96,1.25e-05
154200,0.00630,4.29,1.25e-05
154300,0.00625,4.10,1.24e-05
154400,0.00639,4.35,1.23e-05
154500,0.00588,3.96,1.23e-05
154600,0.00655,4.32,1.22e-05
154700,0.00647,4.17,1.22e-05
154800,0.00571,4.38,1.21e-05
154900,0.00607,3.97,1.21e-05
155000,0.00613,4.34,1.20e-05
155100,0.00690,4.11,1.20e-05
155200,0.00641,4.38,1.19e-05
155300,0.00635,3.92,1.19e-05
155400,0.00628,4.27,1.18e-05
155500,0.00632,4.16,1.18e-05
155600,0.00530,4.38,1.17e-05
155700,0.00587,4.00,1.17e-05
155800,0.00680,4.30,1.16e-05
155900,0.00551,4.15,1.16e-05
156000,0.00604,4.41,1.15e-05
156100,0.00601,4.00,1.15e-05
156200,0.00622,4.30,1.14e-05
156300,0.00619,4.09,1.14e-05
156400,0.00658,4.44,1.13e-05
156500,0.00583,3.98,1.13e-05
156600,0.00602,4.36,1.12e-05
156700,0.00596,4.15,1.12e-05
156800,0.00608,4.37,1.11e-05
156900,0.00613,3.98,1.11e-05
157000,0.00615,4.32,1.10e-05
157100,0.00621,4.10,1.10e-05
157200,0.00616,4.42,1.09e-05
157300,0.00617,4.00,1.09e-05
157400,0.00568,4.31,1.08e-05
157500,0.00566,3.99,1.08e-05
157600,0.00610,4.28,1.07e-05
157700,0.00599,3.92,1.07e-05
157800,0.00577,4.30,1.06e-05
157900,0.00580,4.16,1.06e-05
158000,0.00555,4.33,1.05e-05
158100,0.00601,3.99,1.05e-05
158200,0.00579,4.31,1.04e-05
158300,0.00530,4.11,1.04e-05
158400,0.00574,4.36,1.04e-05
158500,0.00603,3.96,1.03e-05
158600,0.00573,4.32,1.03e-05
158700,0.00587,4.11,1.02e-05
158800,0.00562,4.35,1.02e-05
158900,0.00554,3.87,1.01e-05
159000,0.00570,4.32,1.01e-05
159100,0.00610,4.12,1.00e-05
159200,0.00545,4.41,9.97e-06
159300,0.00577,3.98,9.92e-06
159400,0.00602,4.29,9.88e-06
159500,0.00613,4.18,9.83e-06
159600,0.00600,4.40,9.78e-06
159700,0.00588,3.91,9.74e-06
159800,0.00603,4.30,9.69e-06
159900,0.00573,4.18,9.64e-06
160000,0.00543,4.37,9.60e-06
160100,0.00606,3.94,9.55e-06
160200,0.00584,4.22,9.50e-06
160300,0.00531,4.20,9.46e-06
160400,0.00595,4.40,9.41e-06
160500,0.00587,3.95,9.36e-06
160600,0.00613,4.19,9.32e-06
160700,0.00579,4.13,9.27e-06
160800,0.00533,4.42,9.23e-06
160900,0.00564,3.95,9.18e-06
161000,0.00629,4.30,9.14e-06
161100,0.00613,4.14,9.09e-06
161200,0.00575,4.39,9.05e-06
161300,0.00516,3.96,9.00e-06
161400,0.00558,4.29,8.96e-06
161500,0.00575,4.07,8.91e-06
161600,0.00590,4.41,8.87e-06
161700,0.00572,3.92,8.82e-06
161800,0.00587,4.33,8.78e-06
161900,0.00532,4.11,8.73e-06
162000,0.00494,4.34,8.69e-06
162100,0.00566,3.98,8.64e-06
162200,0.00551,4.22,8.60e-06
162300,0.00580,4.17,8.56e-06
162400,0.00546,4.38,8.51e-06
162500,0.00581,3.96,8.47e-06
162600,0.00604,4.30,8.42e-06
162700,0.00531,4.14,8.38e-06
162800,0.00551,4.39,8.34e-06
162900,0.00559,3.92,8.29e-06
163000,0.00602,4.29,8.25e-06
163100,0.00639,4.11,8.21e-06
163200,0.00571,4.37,8.16e-06
163300,0.00490,3.94,8.12e-06
163400,0.00552,4.31,8.08e-06
163500,0.00545,4.14,8.03e-06
163600,0.00556,4.40,7.99e-06
163700,0.00578,3.95,7.95e-06
163800,0.00590,4.30,7.91e-06
163900,0.00568,4.16,7.86e-06
164000,0.00596,4.37,7.82e-06
164100,0.00557,3.95,7.78e-06
164200,0.00549,4.24,7.74e-06
164300,0.00527,4.15,7.70e-06
164400,0.00578,4.41,7.65e-06
164500,0.00578,3.98,7.61e-06
164600,0.00537,4.28,7.57e-06
164700,0.00552,4.11,7.53e-06
164800,0.00555,4.38,7.49e-06
164900,0.00625,3.96,7.45e-06
165000,0.00565,4.26,7.40e-06
165100,0.00519,4.14,7.36e-06
165200,0.00556,4.37,7.32e-06
165300,0.00560,3.97,7.28e-06
165400,0.00519,4.27,7.24e-06
165500,0.00510,4.11,7.20e-06
165600,0.00537,4.41,7.16e-06
165700,0.00550,3.96,7.12e-06
165800,0.00539,4.31,7.08e-06
165900,0.00604,4.07,7.04e-06
166000,0.00502,4.31,7.00e-06
166100,0.00591,3.97,6.96e-06
166200,0.00490,4.27,6.92e-06
166300,0.00539,4.15,6.88e-06
166400,0.00537,4.39,6.84e-06
166500,0.00562,3.99,6.80e-06
166600,0.00510,4.31,6.76e-06
166700,0.00511,4.14,6.72e-06
166800,0.00525,4.37,6.68e-06
166900,0.00534,3.93,6.64e-06
167000,0.00518,4.30,6.60e-06
167100,0.00518,4.14,6.56e-06
167200,0.00592,4.34,6.52e-06
167300,0.00545,3.93,6.48e-06
167400,0.00565,4.30,6.45e-06
167500,0.00513,4.03,6.41e-06
167600,0.00570,4.30,6.37e-06
167700,0.00530,3.96,6.33e-06
167800,0.00563,4.31,6.29e-06
167900,0.00579,4.18,6.25e-06
168000,0.00557,4.38,6.22e-06
168100,0.00548,3.99,6.18e-06
168200,0.00550,4.32,6.14e-06
168300,0.00517,4.09,6.10e-06
168400,0.00514,4.39,6.06e-06
168500,0.00531,3.94,6.03e-06
168600,0.00512,4.29,5.99e-06
168700,0.00492,4.14,5.95e-06
168800,0.00556,4.36,5.91e-06
168900,0.00567,3.91,5.88e-06
169000,0.00544,4.25,5.84e-06
169100,0.00513,4.14,5.80e-06
169200,0.00510,4.39,5.77e-06
169300,0.00558,3.96,5.73e-06
169400,0.00517,4.27,5.69e-06
169500,0.00502,4.18,5.66e-06
169600,0.00514,4.40,5.62e-06
169700,0.00532,3.94,5.58e-06
169800,0.00552,4.33,5.55e-06
169900,0.00547,4.15,5.51e-06
170000,0.00492,4.35,5.48e-06
170100,0.00534,3.94,5.44e-06
170200,0.00524,4.31,5.41e-06
170300,0.00507,4.16,5.37e-06
170400,0.00478,4.37,5.33e-06
170500,0.00505,3.93,5.30e-06
170600,0.00473,4.33,5.26e-06
170700,0.00539,4.14,5.23e-06
170800,0.00494,4.40,5.19e-06
170900,0.00542,3.96,5.16e-06
171000,0.00558,4.28,5.12e-06
171100,0.00573,4.16,5.09e-06
171200,0.00503,4.40,5.05e-06
171300,0.00498,3.98,5.02e-06
171400,0.00532,4.30,4.99e-06
171500,0.00524,4.10,4.95e-06
171600,0.00531,4.44,4.92e-06
171700,0.00492,3.79,4.88e-06
171800,0.00537,3.99,4.85e-06
171900,0.00527,3.88,4.82e-06
172000,0.00541,4.15,4.78e-06
172100,0.00513,3.75,4.75e-06
172200,0.00547,4.10,4.72e-06
172300,0.00494,3.93,4.68e-06
172400,0.00534,4.14,4.65e-06
172500,0.00552,3.73,4.62e-06
172600,0.00584,4.14,4.58e-06
172700,0.00508,3.95,4.55e-06
172800,0.00522,4.23,4.52e-06
172900,0.00515,3.88,4.48e-06
173000,0.00502,4.27,4.45e-06
173100,0.00474,4.08,4.42e-06
173200,0.00505,4.37,4.39e-06
173300,0.00538,3.90,4.35e-06
173400,0.00507,4.26,4.32e-06
173500,0.00542,4.12,4.29e-06
173600,0.00539,4.31,4.26e-06
173700,0.00532,3.91,4.23e-06
173800,0.00494,4.19,4.20e-06
173900,0.00526,4.06,4.16e-06
174000,0.00503,4.27,4.13e-06
174100,0.00513,3.91,4.10e-06
174200,0.00495,4.29,4.07e-06
174300,0.00505,4.05,4.04e-06
174400,0.00504,4.35,4.01e-06
174500,0.00522,3.93,3.98e-06
174600,0.00510,4.27,3.95e-06
174700,0.00483,4.09,3.92e-06
174800,0.00528,4.32,3.89e-06
174900,0.00498,3.88,3.86e-06
175000,0.00529,4.20,3.82e-06
175100,0.00499,4.09,3.79e-06
175200,0.00512,4.41,3.76e-06
175300,0.00522,3.93,3.73e-06
175400,0.00494,4.20,3.70e-06
175500,0.00483,4.09,3.68e-06
175600,0.00529,4.32,3.65e-06
175700,0.00548,3.81,3.62e-06
175800,0.00474,4.28,3.59e-06
175900,0.00509,4.08,3.56e-06
176000,0.00561,4.32,3.53e-06
176100,0.00477,3.89,3.50e-06
176200,0.00471,4.22,3.47e-06
176300,0.00505,4.10,3.44e-06
176400,0.00485,4.34,3.41e-06
176500,0.00492,3.90,3.38e-06
176600,0.00565,4.22,3.36e-06
176700,0.00525,4.11,3.33e-06
176800,0.00501,4.41,3.30e-06
176900,0.00486,3.92,3.27e-06
177000,0.00456,4.21,3.24e-06
177100,0.00536,4.08,3.22e-06
177200,0.00522,4.34,3.19e-06
177300,0.00507,3.95,3.16e-06
177400,0.00492,4.25,3.13e-06
177500,0.00462,4.09,3.11e-06
177600,0.00532,4.32,3.08e-06
177700,0.00497,3.94,3.05e-06
177800,0.00486,4.26,3.02e-06
177900,0.00461,4.08,3.00e-06
178000,0.00504,4.29,2.97e-06
178100,0.00519,3.89,2.94e-06
178200,0.00500,4.25,2.92e-06
178300,0.00554,4.15,2.89e-06
178400,0.00509,4.34,2.86e-06
178500,0.00468,3.93,2.84e-06
178600,0.00492,4.25,2.81e-06
178700,0.00539,4.06,2.79e-06
178800,0.00487,4.35,2.76e-06
178900,0.00502,3.92,2.73e-06
179000,0.00470,4.28,2.71e-06
179100,0.00474,4.09,2.68e-06
179200,0.00434,4.33,2.66e-06
179300,0.00474,3.88,2.63e-06
179400,0.00457,4.27,2.61e-06
179500,0.00448,4.12,2.58e-06
179600,0.00473,4.29,2.56e-06
179700,0.00453,3.88,2.53e-06
179800,0.00519,4.26,2.51e-06
179900,0.00471,4.09,2.48e-06
180000,0.00548,4.31,2.46e-06
180100,0.00482,3.91,2.44e-06
180200,0.00529,4.19,2.41e-06
180300,0.00460,4.10,2.39e-06
180400,0.00511,4.38,2.36e-06
180500,0.00458,3.92,2.34e-06
180600,0.00485,4.25,2.32e-06
180700,0.00507,4.06,2.29e-06
180800,0.00488,4.32,2.27e-06
180900,0.00495,3.96,2.24e-06
181000,0.00478,4.20,2.22e-06
181100,0.00467,4.05,2.20e-06
181200,0.00474,4.33,2.18e-06
181300,0.00560,3.90,2.15e-06
181400,0.00456,4.30,2.13e-06
181500,0.00477,4.09,2.11e-06
181600,0.00435,4.30,2.08e-06
181700,0.00525,3.94,2.06e-06
181800,0.00477,4.25,2.04e-06
181900,0.00464,4.12,2.02e-06
182000,0.00453,4.40,2.00e-06
182100,0.00492,3.90,1.97e-06
182200,0.00444,4.23,1.95e-06
182300,0.00452,4.09,1.93e-06
182400,0.00449,4.31,1.91e-06
182500,0.00445,3.89,1.89e-06
182600,0.00488,4.30,1.87e-06
182700,0.00431,4.11,1.84e-06
182800,0.00459,4.33,1.82e-06
182900,0.00481,3.96,1.80e-06
183000,0.00484,4.29,1.78e-06
183100,0.00449,4.07,1.76e-06
183200,0.00446,4.32,1.74e-06
183300,0.00523,3.95,1.72e-06
183400,0.00533,4.27,1.70e-06
183500,0.00507,4.10,1.68e-06
183600,0.00473,4.34,1.66e-06
183700,0.00517,3.87,1.64e-06
183800,0.00468,4.29,1.62e-06
183900,0.00489,4.06,1.60e-06
184000,0.00486,4.40,1.58e-06
184100,0.00492,3.93,1.56e-06
184200,0.00482,4.25,1.54e-06
184300,0.00474,4.08,1.52e-06
184400,0.00451,4.41,1.50e-06
184500,0.00477,3.98,1.48e-06
184600,0.00467,4.25,1.46e-06
184700,0.00457,4.13,1.44e-06
184800,0.00470,4.37,1.43e-06
184900,0.00529,3.94,1.41e-06
185000,0.00466,4.26,1.39e-06
185100,0.00492,4.10,1.37e-06
185200,0.00479,4.36,1.35e-06
185300,0.00450,3.93,1.33e-06
185400,0.00496,4.28,1.32e-06
185500,0.00505,4.11,1.30e-06
185600,0.00474,4.37,1.28e-06
185700,0.00465,3.97,1.26e-06
185800,0.00464,4.27,1.24e-06
185900,0.00506,4.16,1.23e-06
186000,0.00464,4.38,1.21e-06
186100,0.00438,3.93,1.19e-06
186200,0.00480,4.25,1.18e-06
186300,0.00460,4.13,1.16e-06
186400,0.00477,4.40,1.14e-06
186500,0.00439,3.94,1.13e-06
186600,0.00491,4.29,1.11e-06
186700,0.00520,4.11,1.09e-06
186800,0.00500,4.40,1.08e-06
186900,0.00434,3.95,1.06e-06
187000,0.00438,4.28,1.04e-06
187100,0.00444,4.13,1.03e-06
187200,0.00473,4.37,1.01e-06
187300,0.00463,3.98,9.97e-07
187400,0.00447,4.27,9.81e-07
187500,0.00497,4.05,9.66e-07
187600,0.00483,4.34,9.50e-07
187700,0.00459,3.99,9.35e-07
187800,0.00453,4.28,9.20e-07
187900,0.00462,4.13,9.05e-07
188000,0.00470,4.40,8.90e-07
188100,0.00461,3.88,8.75e-07
188200,0.00507,4.23,8.61e-07
188300,0.00421,4.09,8.46e-07
188400,0.00451,4.43,8.32e-07
188500,0.00481,3.92,8.18e-07
188600,0.00476,4.26,8.04e-07
188700,0.00461,4.07,7.90e-07
188800,0.00432,4.30,7.76e-07
188900,0.00444,3.91,7.62e-07
189000,0.00433,4.27,7.48e-07
189100,0.00464,4.10,7.35e-07
189200,0.00471,4.42,7.21e-07
189300,0.00483,3.89,7.08e-07
189400,0.00427,4.29,6.95e-07
189500,0.00478,4.15,6.82e-07
189600,0.00451,4.36,6.69e-07
189700,0.00493,3.92,6.56e-07
189800,0.00462,4.26,6.44e-07
189900,0.00435,4.09,6.31e-07
190000,0.00454,4.41,6.19e-07
190100,0.00441,3.93,6.06e-07
190200,0.00461,4.26,5.94e-07
190300,0.00442,4.12,5.82e-07
190400,0.00462,4.35,5.70e-07
190500,0.00518,3.93,5.58e-07
190600,0.00443,4.26,5.47e-07
190700,0.00451,4.10,5.35e-07
190800,0.00439,4.32,5.24e-07
190900,0.00494,3.91,5.12e-07
191000,0.00450,4.34,5.01e-07
191100,0.00475,4.08,4.90e-07
191200,0.00465,4.37,4.79e-07
191300,0.00515,3.96,4.69e-07
191400,0.00462,4.34,4.58e-07
191500,0.00541,4.15,4.47e-07
191600,0.00462,4.35,4.37e-07
191700,0.00451,3.91,4.26e-07
191800,0.00423,4.27,4.16e-07
191900,0.00458,4.17,4.06e-07
192000,0.00482,4.45,3.96e-07
192100,0.00485,3.95,3.86e-07
192200,0.00463,4.32,3.77e-07
192300,0.00463,4.13,3.67e-07
192400,0.00459,4.35,3.58e-07
192500,0.00446,3.91,3.48e-07
192600,0.00480,4.29,3.39e-07
192700,0.00508,4.11,3.30e-07
192800,0.00441,4.42,3.21e-07
192900,0.00417,3.93,3.12e-07
193000,0.00470,4.25,3.03e-07
193100,0.00470,4.13,2.95e-07
193200,0.00474,4.37,2.86e-07
193300,0.00462,3.96,2.78e-07
193400,0.00458,4.26,2.70e-07
193500,0.00469,4.16,2.62e-07
193600,0.00497,4.47,2.54e-07
193700,0.00477,3.96,2.46e-07
193800,0.00488,4.35,2.38e-07
193900,0.00448,4.14,2.31e-07
194000,0.00437,4.41,2.23e-07
194100,0.00406,3.96,2.16e-07
194200,0.00459,4.35,2.08e-07
194300,0.00450,4.08,2.01e-07
194400,0.00475,4.44,1.94e-07
194500,0.00512,3.99,1.87e-07
194600,0.00466,4.32,1.81e-07
194700,0.00464,4.15,1.74e-07
194800,0.00502,4.38,1.68e-07
194900,0.00455,3.96,1.61e-07
195000,0.00459,4.33,1.55e-07
195100,0.00443,4.11,1.49e-07
195200,0.00459,4.37,1.43e-07
195300,0.00491,3.95,1.37e-07
195400,0.00414,4.29,1.31e-07
195500,0.00452,4.12,1.25e-07
195600,0.00438,4.44,1.20e-07
195700,0.00505,4.00,1.15e-07
195800,0.00519,4.30,1.09e-07
195900,0.00447,4.11,1.04e-07
196000,0.00436,4.43,9.92e-08
196100,0.00444,3.92,9.43e-08
196200,0.00454,4.32,8.95e-08
196300,0.00446,4.20,8.48e-08
196400,0.00438,4.37,8.03e-08
196500,0.00486,4.00,7.59e-08
196600,0.00475,4.33,7.16e-08
196700,0.00461,4.16,6.75e-08
196800,0.00488,4.38,6.35e-08
196900,0.00440,3.92,5.96e-08
197000,0.00439,4.36,5.58e-08
197100,0.00435,4.12,5.21e-08
197200,0.00501,4.42,4.86e-08
197300,0.00438,3.94,4.52e-08
197400,0.00432,4.20,4.19e-08
197500,0.00498,4.09,3.87e-08
197600,0.00464,4.37,3.57e-08
197700,0.00454,3.97,3.28e-08
197800,0.00449,4.26,3.00e-08
197900,0.00447,4.13,2.73e-08
198000,0.00454,4.46,2.48e-08
198100,0.00440,3.96,2.24e-08
198200,0.00438,4.29,2.01e-08
198300,0.00451,4.15,1.79e-08
198400,0.00490,4.41,1.59e-08
198500,0.00478,3.93,1.39e-08
198600,0.00410,4.31,1.22e-08
198700,0.00447,4.05,1.05e-08
198800,0.00500,4.40,8.93e-09
198900,0.00521,3.98,7.50e-09
199000,0.00506,4.27,6.20e-09
199100,0.00450,4.10,5.02e-09
199200,0.00488,4.39,3.97e-09
199300,0.00483,3.92,3.04e-09
199400,0.00448,4.28,2.23e-09
199500,0.00472,4.18,1.55e-09
199600,0.00480,4.38,9.92e-10
199700,0.00488,3.98,5.58e-10
199800,0.00477,4.32,2.48e-10
199900,0.00481,4.17,6.20e-11
200000,0.00399,4.40,0.00e+00
