step,loss,steps_per_s,lr
73300,0.01429,3.34,7.06e-05
73400,0.01335,3.80,7.05e-05
73500,0.01345,3.65,7.04e-05
73600,0.01504,3.92,7.04e-05
73700,0.01422,3.70,7.03e-05
73800,0.01394,4.06,7.02e-05
73900,0.01398,3.98,7.02e-05
74000,0.01397,4.15,7.01e-05
74100,0.01478,3.63,7.00e-05
74200,0.01455,3.86,6.99e-05
74300,0.01409,3.53,6.99e-05
74400,0.01420,4.14,6.98e-05
74500,0.01395,3.80,6.97e-05
74600,0.01406,4.11,6.97e-05
74700,0.01368,3.48,6.96e-05
74800,0.01403,3.87,6.95e-05
74900,0.01463,3.66,6.94e-05
75000,0.01441,4.18,6.94e-05
75100,0.01417,4.10,6.93e-05
75200,0.01393,4.25,6.92e-05
75300,0.01441,3.85,6.91e-05
75400,0.01350,4.19,6.91e-05
75500,0.01368,3.99,6.90e-05
75600,0.01427,4.04,6.89e-05
75700,0.01370,3.67,6.89e-05
75800,0.01387,3.92,6.88e-05
75900,0.01323,3.98,6.87e-05
76000,0.01351,4.26,6.86e-05
76100,0.01408,3.91,6.86e-05
76200,0.01345,4.25,6.85e-05
76300,0.01434,4.09,6.84e-05
76400,0.01432,4.36,6.83e-05
76500,0.01375,3.93,6.83e-05
76600,0.01415,4.26,6.82e-05
76700,0.01485,4.11,6.81e-05
76800,0.01389,4.32,6.80e-05
76900,0.01312,4.01,6.80e-05
77000,0.01369,4.26,6.79e-05
77100,0.01338,4.12,6.78e-05
77200,0.01273,4.32,6.78e-05
77300,0.01283,3.85,6.77e-05
77400,0.01368,4.31,6.76e-05
77500,0.01448,4.17,6.75e-05
77600,0.01364,4.40,6.75e-05
77700,0.01419,3.92,6.74e-05
77800,0.01443,4.27,6.73e-05
77900,0.01363,4.14,6.72e-05
78000,0.01414,4.31,6.72e-05
78100,0.01371,3.90,6.71e-05
78200,0.01336,4.31,6.70e-05
78300,0.01270,4.15,6.69e-05
78400,0.01320,4.45,6.69e-05
78500,0.01376,3.92,6.68e-05
78600,0.01342,4.30,6.67e-05
78700,0.01332,4.12,6.66e-05
78800,0.01466,4.36,6.66e-05
78900,0.01391,3.96,6.65e-05
79000,0.01333,4.26,6.64e-05
79100,0.01444,4.16,6.63e-05
79200,0.01234,4.36,6.63e-05
79300,0.01370,3.95,6.62e-05
79400,0.01325,4.34,6.61e-05
79500,0.01314,4.16,6.60e-05
79600,0.01428,4.35,6.60e-05
79700,0.01336,3.94,6.59e-05
79800,0.01371,4.26,6.58e-05
79900,0.01326,4.17,6.58e-05
80000,0.01279,4.35,6.57e-05
80100,0.01272,3.91,6.56e-05
80200,0.01350,4.27,6.55e-05
80300,0.01426,4.06,6.55e-05
80400,0.01351,4.44,6.54e-05
80500,0.01299,3.89,6.53e-05
80600,0.01315,4.24,6.52e-05
80700,0.01266,4.09,6.52e-05
80800,0.01304,4.34,6.51e-05
80900,0.01287,3.95,6.50e-05
81000,0.01227,4.33,6.49e-05
81100,0.01384,3.71,6.49e-05
81200,0.01388,3.96,6.48e-05
81300,0.01207,3.70,6.47e-05
81400,0.01425,4.10,6.46e-05
81500,0.01311,4.02,6.45e-05
81600,0.01247,4.29,6.45e-05
81700,0.01327,3.90,6.44e-05
81800,0.01339,4.28,6.43e-05
81900,0.01448,4.06,6.42e-05
82000,0.01242,4.38,6.42e-05
82100,0.01342,3.96,6.41e-05
82200,0.01371,4.26,6.40e-05
82300,0.01384,4.13,6.39e-05
82400,0.01402,4.35,6.39e-05
82500,0.01324,3.98,6.38e-05
82600,0.01249,4.28,6.37e-05
82700,0.01331,4.13,6.36e-05
82800,0.01273,4.38,6.36e-05
82900,0.01362,3.92,6.35e-05
83000,0.01205,4.30,6.34e-05
83100,0.01271,4.14,6.33e-05
83200,0.01321,4.42,6.33e-05
83300,0.01258,3.93,6.32e-05
83400,0.01261,4.23,6.31e-05
83500,0.01291,4.14,6.30e-05
83600,0.01273,4.46,6.30e-05
83700,0.01334,3.95,6.29e-05
83800,0.01289,4.25,6.28e-05
83900,0.01209,3.88,6.27e-05
84000,0.01334,3.32,6.27e-05
84100,0.01391,3.29,6.26e-05
84200,0.01312,3.80,6.25e-05
84300,0.01246,3.58,6.24e-05
84400,0.01295,3.45,6.24e-05
84500,0.01298,3.30,6.23e-05
84600,0.01341,4.29,6.22e-05
84700,0.01246,3.93,6.21e-05
84800,0.01256,4.34,6.20e-05
84900,0.01230,3.95,6.20e-05
85000,0.01292,4.20,6.19e-05
85100,0.01282,4.17,6.18e-05
85200,0.01333,4.73,6.17e-05
85300,0.01245,4.14,6.17e-05
85400,0.01384,4.18,6.16e-05
85500,0.01260,3.86,6.15e-05
85600,0.01322,4.35,6.14e-05
85700,0.01245,3.79,6.14e-05
85800,0.01273,4.01,6.13e-05
85900,0.01280,3.86,6.12e-05
86000,0.01208,3.93,6.11e-05
86100,0.01162,3.71,6.10e-05
86200,0.01260,4.19,6.10e-05
86300,0.01331,3.89,6.09e-05
86400,0.01366,4.12,6.08e-05
86500,0.01137,3.76,6.07e-05
86600,0.01116,4.02,6.07e-05
86700,0.01211,3.77,6.06e-05
86800,0.01245,4.12,6.05e-05
86900,0.01311,3.64,6.04e-05
87000,0.01392,4.00,6.04e-05
87100,0.01293,3.73,6.03e-05
87200,0.01283,4.18,6.02e-05
87300,0.01194,3.65,6.01e-05
87400,0.01291,4.07,6.00e-05
87500,0.01160,3.82,6.00e-05
87600,0.01237,3.97,5.99e-05
87700,0.01245,3.57,5.98e-05
87800,0.01335,3.87,5.97e-05
87900,0.01344,3.83,5.97e-05
88000,0.01287,4.24,5.96e-05
88100,0.01191,3.79,5.95e-05
88200,0.01249,4.25,5.94e-05
88300,0.01217,4.08,5.94e-05
88400,0.01253,4.34,5.93e-05
88500,0.01270,3.91,5.92e-05
88600,0.01271,4.23,5.91e-05
88700,0.01222,4.01,5.90e-05
88800,0.01249,4.38,5.90e-05
88900,0.01255,3.85,5.89e-05
89000,0.01220,4.20,5.88e-05
89100,0.01204,4.07,5.87e-05
89200,0.01358,4.34,5.87e-05
89300,0.01151,3.92,5.86e-05
89400,0.01214,4.14,5.85e-05
89500,0.01236,3.83,5.84e-05
89600,0.01289,4.06,5.83e-05
89700,0.01289,3.39,5.83e-05
89800,0.01210,3.83,5.82e-05
89900,0.01211,3.82,5.81e-05
90000,0.01116,4.23,5.80e-05
90100,0.01270,3.80,5.80e-05
90200,0.01328,3.97,5.79e-05
90300,0.01247,3.88,5.78e-05
90400,0.01193,4.05,5.77e-05
90500,0.01163,3.48,5.76e-05
90600,0.01221,3.78,5.76e-05
90700,0.01235,3.71,5.75e-05
90800,0.01208,3.93,5.74e-05
90900,0.01165,3.50,5.73e-05
91000,0.01222,3.83,5.73e-05
91100,0.01331,3.77,5.72e-05
91200,0.01242,3.93,5.71e-05
91300,0.01157,3.63,5.70e-05
91400,0.01235,3.95,5.69e-05
91500,0.01189,3.88,5.69e-05
91600,0.01210,3.97,5.68e-05
91700,0.01195,3.60,5.67e-05
91800,0.01289,4.03,5.66e-05
91900,0.01268,3.97,5.66e-05
92000,0.01120,4.20,5.65e-05
92100,0.01212,3.78,5.64e-05
92200,0.01183,4.13,5.63e-05
92300,0.01127,3.78,5.62e-05
92400,0.01272,4.02,5.62e-05
92500,0.01220,3.54,5.61e-05
92600,0.01297,3.66,5.60e-05
92700,0.01186,3.59,5.59e-05
92800,0.01260,4.03,5.59e-05
92900,0.01164,3.55,5.58e-05
93000,0.01161,3.77,5.57e-05
93100,0.01154,3.78,5.56e-05
93200,0.01124,3.91,5.55e-05
93300,0.01268,3.69,5.55e-05
93400,0.01243,4.09,5.54e-05
93500,0.01165,3.73,5.53e-05
93600,0.01239,4.02,5.52e-05
93700,0.01344,3.58,5.51e-05
93800,0.01147,4.05,5.51e-05
93900,0.01319,3.82,5.50e-05
94000,0.01195,3.99,5.49e-05
94100,0.01177,3.72,5.48e-05
94200,0.01146,3.91,5.48e-05
94300,0.01217,3.79,5.47e-05
94400,0.01239,4.21,5.46e-05
94500,0.01180,3.68,5.45e-05
94600,0.01178,4.06,5.44e-05
94700,0.01154,3.88,5.44e-05
94800,0.01107,4.14,5.43e-05
94900,0.01185,3.63,5.42e-05
95000,0.01191,4.06,5.41e-05
95100,0.01179,3.96,5.41e-05
95200,0.01240,4.27,5.40e-05
95300,0.01338,3.39,5.39e-05
95400,0.01179,3.80,5.38e-05
95500,0.01125,3.82,5.37e-05
95600,0.01136,4.10,5.37e-05
95700,0.01164,3.72,5.36e-05
95800,0.01107,3.96,5.35e-05
95900,0.01129,3.79,5.34e-05
96000,0.01276,4.05,5.33e-05
96100,0.01108,3.59,5.33e-05
96200,0.01163,4.10,5.32e-05
96300,0.01108,3.45,5.31e-05
96400,0.01197,3.92,5.30e-05
96500,0.01047,3.73,5.30e-05
96600,0.01127,4.07,5.29e-05
96700,0.01213,4.10,5.28e-05
96800,0.01097,4.36,5.27e-05
96900,0.01170,3.53,5.26e-05
97000,0.01074,3.89,5.26e-05
97100,0.01188,3.64,5.25e-05
97200,0.01219,3.98,5.24e-05
97300,0.01121,3.67,5.23e-05
97400,0.01221,3.95,5.22e-05
97500,0.01205,3.88,5.22e-05
97600,0.01125,4.14,5.21e-05
97700,0.01052,3.71,5.20e-05
97800,0.01112,4.04,5.19e-05
97900,0.01202,3.91,5.18e-05
98000,0.01180,4.19,5.18e-05
98100,0.01048,3.47,5.17e-05
98200,0.01116,3.97,5.16e-05
98300,0.01160,3.85,5.15e-05
98400,0.01152,4.10,5.15e-05
98500,0.01129,3.78,5.14e-05
98600,0.01053,4.16,5.13e-05
98700,0.01101,3.91,5.12e-05
98800,0.01079,3.92,5.11e-05
98900,0.01172,3.62,5.11e-05
99000,0.01122,4.03,5.10e-05
99100,0.01090,3.76,5.09e-05
99200,0.01048,4.12,5.08e-05
99300,0.01149,3.43,5.07e-05
99400,0.01123,4.00,5.07e-05
99500,0.01071,3.92,5.06e-05
99600,0.01153,4.19,5.05e-05
99700,0.01121,3.55,5.04e-05
99800,0.01140,4.07,5.04e-05
99900,0.01121,4.01,5.03e-05
100000,0.01206,4.18,5.02e-05
100100,0.01135,3.57,5.01e-05
100200,0.01239,3.99,5.00e-05
100300,0.01072,3.93,5.00e-05
100400,0.01133,4.19,4.99e-05
100500,0.01095,3.73,4.98e-05
100600,0.01079,4.04,4.97e-05
100700,0.01100,3.98,4.96e-05
100800,0.01077,4.20,4.96e-05
100900,0.01104,3.70,4.95e-05
101000,0.01142,3.88,4.94e-05
101100,0.01143,3.80,4.93e-05
101200,0.01083,4.11,4.93e-05
101300,0.01115,3.70,4.92e-05
101400,0.01160,3.86,4.91e-05
101500,0.01142,3.82,4.90e-05
101600,0.01130,4.01,4.89e-05
101700,0.01068,3.65,4.89e-05
101800,0.01081,3.99,4.88e-05
101900,0.01022,3.74,4.87e-05
102000,0.01083,4.21,4.86e-05
102100,0.01076,3.81,4.85e-05
102200,0.01094,4.14,4.85e-05
102300,0.01141,3.99,4.84e-05
102400,0.01074,4.27,4.83e-05
102500,0.01135,3.70,4.82e-05
102600,0.01095,4.14,4.82e-05
102700,0.01166,4.01,4.81e-05
102800,0.01037,3.96,4.80e-05
102900,0.01051,3.72,4.79e-05
103000,0.01134,4.03,4.78e-05
103100,0.01168,3.75,4.78e-05
103200,0.01065,4.03,4.77e-05
103300,0.01083,3.74,4.76e-05
103400,0.01060,4.11,4.75e-05
103500,0.01038,3.98,4.74e-05
103600,0.01182,4.16,4.74e-05
103700,0.01025,3.76,4.73e-05
103800,0.01083,4.03,4.72e-05
103900,0.01038,3.87,4.71e-05
104000,0.01035,4.18,4.70e-05
104100,0.01055,3.70,4.70e-05
104200,0.00943,4.04,4.69e-05
104300,0.00999,3.91,4.68e-05
104400,0.00971,4.16,4.67e-05
104500,0.01048,3.54,4.67e-05
104600,0.01045,3.90,4.66e-05
104700,0.01091,3.86,4.65e-05
104800,0.01084,4.07,4.64e-05
104900,0.01092,3.62,4.63e-05
105000,0.01063,3.98,4.63e-05
105100,0.01010,3.89,4.62e-05
105200,0.01057,4.06,4.61e-05
105300,0.01094,3.37,4.60e-05
105400,0.00997,3.88,4.59e-05
105500,0.01059,3.81,4.59e-05
105600,0.01039,4.09,4.58e-05
105700,0.00954,3.53,4.57e-05
105800,0.01108,3.88,4.56e-05
105900,0.01140,3.78,4.56e-05
106000,0.01037,3.84,4.55e-05
106100,0.01019,3.38,4.54e-05
106200,0.01051,3.99,4.53e-05
106300,0.01012,3.81,4.52e-05
106400,0.01105,4.05,4.52e-05
106500,0.01016,3.68,4.51e-05
106600,0.01118,3.86,4.50e-05
106700,0.01089,3.76,4.49e-05
106800,0.01018,4.06,4.49e-05
106900,0.01113,3.58,4.48e-05
107000,0.01137,3.83,4.47e-05
107100,0.01097,3.60,4.46e-05
107200,0.01075,3.69,4.45e-05
107300,0.01084,3.46,4.45e-05
107400,0.01076,3.82,4.44e-05
107500,0.01055,3.89,4.43e-05
107600,0.00994,4.15,4.42e-05
107700,0.01015,2.84,4.41e-05
107800,0.01068,3.39,4.41e-05
107900,0.00987,3.59,4.40e-05
108000,0.01064,3.75,4.39e-05
108100,0.01105,3.44,4.38e-05
108200,0.01023,3.79,4.38e-05
108300,0.01049,3.71,4.37e-05
108400,0.00986,3.99,4.36e-05
108500,0.01012,3.58,4.35e-05
108600,0.01047,3.83,4.34e-05
108700,0.01033,3.84,4.34e-05
108800,0.01036,4.00,4.33e-05
108900,0.00949,3.52,4.32e-05
109000,0.00983,3.80,4.31e-05
109100,0.01014,3.88,4.31e-05
109200,0.01101,3.92,4.30e-05
109300,0.01066,3.47,4.29e-05
109400,0.01024,4.00,4.28e-05
109500,0.01053,3.85,4.27e-05
109600,0.01053,4.00,4.27e-05
109700,0.01059,3.48,4.26e-05
109800,0.01033,4.14,4.25e-05
109900,0.00961,3.94,4.24e-05
110000,0.00968,4.01,4.24e-05
110100,0.00983,3.83,4.23e-05
110200,0.00963,4.17,4.22e-05
110300,0.01053,3.89,4.21e-05
110400,0.01039,4.08,4.20e-05
110500,0.01022,3.84,4.20e-05
110600,0.01013,4.17,4.19e-05
110700,0.01056,3.95,4.18e-05
110800,0.01002,3.99,4.17e-05
110900,0.00997,3.44,4.17e-05
111000,0.01001,3.54,4.16e-05
111100,0.00996,3.70,4.15e-05
111200,0.00979,4.06,4.14e-05
111300,0.00985,3.76,4.13e-05
111400,0.01002,3.91,4.13e-05
111500,0.01031,3.84,4.12e-05
111600,0.00923,3.93,4.11e-05
111700,0.00991,3.70,4.10e-05
111800,0.00951,3.86,4.10e-05
111900,0.00993,3.70,4.09e-05
112000,0.01053,3.85,4.08e-05
112100,0.00943,3.67,4.07e-05
112200,0.01016,3.93,4.06e-05
112300,0.00992,3.73,4.06e-05
112400,0.01052,4.07,4.05e-05
112500,0.00958,3.72,4.04e-05
112600,0.00976,3.97,4.03e-05
112700,0.00987,3.75,4.03e-05
112800,0.00969,4.03,4.02e-05
112900,0.00961,3.74,4.01e-05
113000,0.00973,3.98,4.00e-05
113100,0.01015,3.92,4.00e-05
113200,0.00970,4.00,3.99e-05
113300,0.00964,3.52,3.98e-05
113400,0.01032,3.89,3.97e-05
113500,0.01059,3.66,3.96e-05
113600,0.00996,3.99,3.96e-05
113700,0.00941,3.60,3.95e-05
113800,0.00888,3.88,3.94e-05
113900,0.00970,3.66,3.93e-05
114000,0.00962,3.98,3.93e-05
114100,0.00965,3.63,3.92e-05
114200,0.01013,3.91,3.91e-05
114300,0.00934,3.65,3.90e-05
114400,0.00998,3.88,3.90e-05
114500,0.00981,3.27,3.89e-05
114600,0.00938,3.75,3.88e-05
114700,0.00981,3.91,3.87e-05
114800,0.00917,4.12,3.86e-05
114900,0.00931,3.74,3.86e-05
115000,0.00808,3.97,3.85e-05
115100,0.00935,3.82,3.84e-05
115200,0.00934,4.14,3.83e-05
115300,0.00912,3.76,3.83e-05
115400,0.00975,3.98,3.82e-05
115500,0.00966,3.83,3.81e-05
115600,0.01011,4.13,3.80e-05
115700,0.00975,3.84,3.80e-05
115800,0.00989,4.17,3.79e-05
115900,0.01031,4.04,3.78e-05
116000,0.00919,4.22,3.77e-05
116100,0.00977,3.76,3.76e-05
116200,0.01033,4.08,3.76e-05
116300,0.01013,3.52,3.75e-05
116400,0.00991,4.20,3.74e-05
116500,0.00954,3.69,3.73e-05
116600,0.00947,4.02,3.73e-05
116700,0.00889,4.10,3.72e-05
116800,0.00917,4.14,3.71e-05
116900,0.00915,3.66,3.70e-05
117000,0.00931,4.12,3.70e-05
117100,0.00874,4.05,3.69e-05
117200,0.01052,4.20,3.68e-05
117300,0.00918,3.72,3.67e-05
117400,0.00897,4.13,3.67e-05
117500,0.00882,4.00,3.66e-05
117600,0.00935,4.28,3.65e-05
117700,0.00932,3.76,3.64e-05
117800,0.00897,4.14,3.64e-05
117900,0.00882,4.00,3.63e-05
118000,0.00948,4.23,3.62e-05
118100,0.00969,3.74,3.61e-05
118200,0.00973,4.16,3.61e-05
118300,0.00919,3.98,3.60e-05
118400,0.01008,4.07,3.59e-05
118500,0.00984,3.58,3.58e-05
118600,0.00968,3.84,3.58e-05
118700,0.00954,3.89,3.57e-05
118800,0.00957,4.24,3.56e-05
118900,0.00921,3.81,3.55e-05
119000,0.00910,3.96,3.55e-05
119100,0.00903,3.97,3.54e-05
119200,0.00937,4.39,3.53e-05
119300,0.00924,3.89,3.52e-05
119400,0.00929,4.03,3.51e-05
119500,0.00878,3.80,3.51e-05
119600,0.00913,4.04,3.50e-05
119700,0.00834,3.69,3.49e-05
119800,0.00995,4.01,3.48e-05
119900,0.00922,3.99,3.48e-05
120000,0.00901,3.84,3.47e-05
120100,0.00825,3.50,3.46e-05
120200,0.00944,3.85,3.45e-05
120300,0.00891,3.87,3.45e-05
120400,0.00857,4.14,3.44e-05
120500,0.00930,3.70,3.43e-05
120600,0.00881,3.97,3.42e-05
120700,0.00976,3.80,3.42e-05
120800,0.00941,3.98,3.41e-05
120900,0.00869,3.74,3.40e-05
121000,0.00996,4.12,3.40e-05
121100,0.00914,3.90,3.39e-05
121200,0.00920,4.03,3.38e-05
121300,0.00899,3.65,3.37e-05
121400,0.00928,4.07,3.37e-05
121500,0.00909,4.02,3.36e-05
121600,0.00973,4.20,3.35e-05
121700,0.00843,3.82,3.34e-05
121800,0.00885,4.12,3.34e-05
121900,0.00937,4.00,3.33e-05
122000,0.00894,4.23,3.32e-05
122100,0.00846,3.87,3.31e-05
122200,0.00844,4.25,3.31e-05
122300,0.00890,3.99,3.30e-05
122400,0.00866,4.25,3.29e-05
122500,0.00950,3.89,3.28e-05
122600,0.00868,4.23,3.28e-05
122700,0.00909,4.08,3.27e-05
122800,0.00951,4.39,3.26e-05
122900,0.00859,3.91,3.25e-05
123000,0.00955,4.30,3.25e-05
123100,0.00881,4.12,3.24e-05
123200,0.00799,4.40,3.23e-05
123300,0.00919,3.88,3.22e-05
123400,0.00892,4.23,3.22e-05
123500,0.00896,4.09,3.21e-05
123600,0.00918,4.37,3.20e-05
123700,0.00849,3.93,3.20e-05
123800,0.00892,4.30,3.19e-05
123900,0.00834,4.11,3.18e-05
124000,0.00839,4.36,3.17e-05
124100,0.00831,3.91,3.17e-05
124200,0.00858,4.29,3.16e-05
124300,0.00841,4.11,3.15e-05
124400,0.00835,4.42,3.14e-05
124500,0.00787,3.91,3.14e-05
124600,0.00861,4.29,3.13e-05
124700,0.00916,4.10,3.12e-05
124800,0.00891,4.41,3.11e-05
124900,0.00902,3.89,3.11e-05
125000,0.00822,4.31,3.10e-05
125100,0.00826,4.12,3.09e-05
125200,0.00869,4.36,3.09e-05
125300,0.00837,3.93,3.08e-05
125400,0.00863,4.25,3.07e-05
125500,0.00842,4.10,3.06e-05
125600,0.00801,4.38,3.06e-05
125700,0.00798,3.95,3.05e-05
125800,0.00846,4.29,3.04e-05
125900,0.00781,4.15,3.03e-05
126000,0.00931,4.33,3.03e-05
126100,0.00821,3.89,3.02e-05
126200,0.00842,4.28,3.01e-05
126300,0.00855,4.13,3.01e-05
126400,0.00894,4.39,3.00e-05
126500,0.00852,3.88,2.99e-05
126600,0.00901,4.27,2.98e-05
126700,0.00814,4.13,2.98e-05
126800,0.00896,4.39,2.97e-05
126900,0.00825,3.93,2.96e-05
127000,0.00857,4.20,2.96e-05
127100,0.00975,4.14,2.95e-05
127200,0.00894,4.37,2.94e-05
127300,0.00823,3.96,2.93e-05
127400,0.00851,4.25,2.93e-05
127500,0.00929,4.10,2.92e-05
127600,0.00856,4.32,2.91e-05
127700,0.00765,3.90,2.91e-05
127800,0.00842,4.31,2.90e-05
127900,0.00792,4.09,2.89e-05
128000,0.00865,4.35,2.88e-05
128100,0.00820,3.94,2.88e-05
128200,0.00878,4.27,2.87e-05
128300,0.00862,4.06,2.86e-05
128400,0.00942,4.18,2.86e-05
128500,0.00936,3.82,2.85e-05
128600,0.00870,4.16,2.84e-05
128700,0.00838,4.00,2.83e-05
128800,0.00860,4.19,2.83e-05
128900,0.00788,3.82,2.82e-05
129000,0.00800,4.15,2.81e-05
129100,0.00935,4.00,2.81e-05
129200,0.00870,4.19,2.80e-05
129300,0.00809,3.84,2.79e-05
129400,0.00775,4.22,2.78e-05
129500,0.00855,3.97,2.78e-05
129600,0.00861,4.25,2.77e-05
129700,0.00849,3.79,2.76e-05
129800,0.00826,4.18,2.76e-05
129900,0.00837,4.02,2.75e-05
130000,0.00786,4.27,2.74e-05
130100,0.00842,3.83,2.74e-05
130200,0.00799,4.18,2.73e-05
130300,0.00851,3.99,2.72e-05
130400,0.00770,4.25,2.71e-05
130500,0.00790,3.82,2.71e-05
130600,0.00725,4.16,2.70e-05
130700,0.00846,3.97,2.69e-05
130800,0.00844,4.23,2.69e-05
130900,0.00792,3.87,2.68e-05
131000,0.00868,4.24,2.67e-05
131100,0.00765,4.02,2.67e-05
131200,0.00817,4.23,2.66e-05
131300,0.00877,3.85,2.65e-05
131400,0.00869,4.33,2.64e-05
131500,0.00762,4.13,2.64e-05
131600,0.00904,4.46,2.63e-05
131700,0.00798,3.97,2.62e-05
131800,0.00755,4.31,2.62e-05
131900,0.00875,4.14,2.61e-05
132000,0.00864,4.40,2.60e-05
132100,0.00790,3.99,2.60e-05
132200,0.00870,4.26,2.59e-05
132300,0.00897,4.17,2.58e-05
132400,0.00810,4.31,2.58e-05
132500,0.00780,3.94,2.57e-05
132600,0.00830,4.32,2.56e-05
132700,0.00797,4.11,2.55e-05
132800,0.00730,4.40,2.55e-05
132900,0.00763,3.97,2.54e-05
133000,0.00711,4.27,2.53e-05
133100,0.00773,4.04,2.53e-05
133200,0.00764,4.36,2.52e-05
133300,0.00798,3.92,2.51e-05
133400,0.00780,4.27,2.51e-05
133500,0.00760,4.13,2.50e-05
133600,0.00796,4.42,2.49e-05
133700,0.00801,3.93,2.49e-05
133800,0.00801,4.29,2.48e-05
133900,0.00726,4.10,2.47e-05
134000,0.00783,4.36,2.47e-05
134100,0.00764,3.97,2.46e-05
134200,0.00757,4.22,2.45e-05
134300,0.00772,4.07,2.45e-05
134400,0.00825,4.34,2.44e-05
134500,0.00778,3.93,2.43e-05
134600,0.00810,4.34,2.43e-05
134700,0.00746,4.14,2.42e-05
134800,0.00797,4.35,2.41e-05
134900,0.00719,3.94,2.41e-05
135000,0.00712,4.24,2.40e-05
135100,0.00806,4.14,2.39e-05
135200,0.00779,4.33,2.38e-05
135300,0.00720,3.94,2.38e-05
135400,0.00669,4.27,2.37e-05
135500,0.00723,4.11,2.36e-05
135600,0.00796,4.38,2.36e-05
135700,0.00808,3.92,2.35e-05
135800,0.00803,4.29,2.34e-05
135900,0.00780,4.08,2.34e-05
136000,0.00799,4.35,2.33e-05
136100,0.00773,3.94,2.32e-05
136200,0.00755,4.27,2.32e-05
136300,0.00758,4.11,2.31e-05
136400,0.00753,4.35,2.30e-05
136500,0.00699,3.97,2.30e-05
136600,0.00846,4.30,2.29e-05
136700,0.00765,4.05,2.29e-05
136800,0.00835,4.38,2.28e-05
136900,0.00736,3.91,2.27e-05
137000,0.00747,4.29,2.27e-05
137100,0.00743,4.17,2.26e-05
137200,0.00696,4.37,2.25e-05
137300,0.00735,3.93,2.25e-05
137400,0.00739,4.16,2.24e-05
137500,0.00729,3.98,2.23e-05
137600,0.00644,4.25,2.23e-05
137700,0.00765,3.82,2.22e-05
137800,0.00656,4.19,2.21e-05
137900,0.00682,4.02,2.21e-05
138000,0.00742,4.30,2.20e-05
138100,0.00799,3.86,2.19e-05
138200,0.00767,4.19,2.19e-05
138300,0.00661,4.02,2.18e-05
138400,0.00719,4.23,2.17e-05
138500,0.00762,3.92,2.17e-05
138600,0.00729,4.27,2.16e-05
138700,0.00778,4.08,2.15e-05
138800,0.00778,4.38,2.15e-05
138900,0.00796,3.91,2.14e-05
139000,0.00747,4.27,2.13e-05
139100,0.00680,4.14,2.13e-05
139200,0.00762,4.37,2.12e-05
139300,0.00780,3.93,2.12e-05
139400,0.00696,4.27,2.11e-05
139500,0.00696,4.09,2.10e-05
139600,0.00694,4.36,2.10e-05
139700,0.00719,3.94,2.09e-05
139800,0.00730,4.23,2.08e-05
139900,0.00725,4.12,2.08e-05
140000,0.00701,4.36,2.07e-05
140100,0.00778,3.93,2.06e-05
140200,0.00820,4.26,2.06e-05
140300,0.00717,4.08,2.05e-05
140400,0.00711,4.33,2.05e-05
140500,0.00687,3.93,2.04e-05
140600,0.00742,4.32,2.03e-05
140700,0.00702,4.14,2.03e-05
140800,0.00755,4.39,2.02e-05
140900,0.00696,3.97,2.01e-05
141000,0.00746,4.24,2.01e-05
141100,0.00652,4.10,2.00e-05
141200,0.00628,4.41,1.99e-05
141300,0.00714,3.89,1.99e-05
141400,0.00690,4.26,1.98e-05
141500,0.00719,4.13,1.98e-05
141600,0.00716,4.44,1.97e-05
141700,0.00747,3.98,1.96e-05
141800,0.00710,4.27,1.96e-05
141900,0.00778,4.08,1.95e-05
142000,0.00771,4.33,1.94e-05
142100,0.00684,3.94,1.94e-05
142200,0.00800,4.29,1.93e-05
142300,0.00747,4.13,1.93e-05
142400,0.00713,4.34,1.92e-05
142500,0.00706,3.90,1.91e-05
142600,0.00738,4.29,1.91e-05
142700,0.00686,4.15,1.90e-05
142800,0.00739,4.35,1.89e-05
142900,0.00727,3.88,1.89e-05
143000,0.00743,4.24,1.88e-05
143100,0.00709,4.12,1.88e-05
143200,0.00740,4.39,1.87e-05
143300,0.00681,3.96,1.86e-05
143400,0.00674,4.25,1.86e-05
143500,0.00685,4.12,1.85e-05
143600,0.00698,4.33,1.85e-05
143700,0.00707,3.92,1.84e-05
143800,0.00692,4.27,1.83e-05
143900,0.00687,4.08,1.83e-05
144000,0.00686,4.29,1.82e-05
144100,0.00653,3.81,1.82e-05
144200,0.00665,4.16,1.81e-05
144300,0.00706,4.03,1.80e-05
144400,0.00718,4.28,1.80e-05
144500,0.00696,3.86,1.79e-05
144600,0.00661,4.17,1.79e-05
144700,0.00692,4.00,1.78e-05
144800,0.00695,4.40,1.77e-05
144900,0.00678,3.91,1.77e-05
145000,0.00675,4.27,1.76e-05
145100,0.00677,4.14,1.76e-05
145200,0.00694,4.36,1.75e-05
145300,0.00669,3.98,1.74e-05
145400,0.00694,4.26,1.74e-05
145500,0.00696,4.10,1.73e-05
145600,0.00730,4.33,1.73e-05
145700,0.00624,3.91,1.72e-05
145800,0.00587,4.35,1.71e-05
145900,0.00668,4.11,1.71e-05
146000,0.00685,4.37,1.70e-05
146100,0.00707,3.92,1.70e-05
146200,0.00668,4.28,1.69e-05
146300,0.00663,4.13,1.68e-05
146400,0.00660,4.36,1.68e-05
146500,0.00596,3.96,1.67e-05
146600,0.00703,4.20,1.67e-05
146700,0.00719,4.15,1.66e-05
146800,0.00674,4.40,1.65e-05
